"timestamp","pCut::Motor_Torque","pCut::CTRL_Position_controller::Lag_error","pCut::CTRL_Position_controller::Actual_position","pCut::CTRL_Position_controller::Actual_speed","pSvolFilm::CTRL_Position_controller::Actual_position","pSvolFilm::CTRL_Position_controller::Actual_speed","pSvolFilm::CTRL_Position_controller::Lag_error","pSpintor::VAX_speed","Month","Date","Hours","Minutes","Seconds","Sample Number","Mode"
"4.61199968","-0.31605085","0.00091671","36062051","7954.78808593","91504505","4711.33251953","0.87224203","1499.99975585","12","25","18","8","56","514","1"
"4.61599968","-0.47134894","0.03842115","36062083","7947.92138671","91504524","4638.34716796","0.89259791","1499.99975585","12","25","18","8","56","514","1"
"4.61999968","-0.25266084","-0.02850389","36062115","7995.9868164","91504542","4608.14648437","0.96630871","1499.99975585","12","25","18","8","56","514","1"
"4.62399968","-0.18838693","-0.0468223","36062147","7954.78808593","91504560","4560.32861328","1.00478708","1499.99975585","12","25","18","8","56","514","1"
"4.62799968","-0.36234772","0.04337978","36062179","8074.95117187","91504579","4595.56298828","0.98085039","1499.99975585","12","25","18","8","56","514","1"
"4.63199968","-0.17985804","-0.03207731","36062211","8147.04882812","91504597","4585.49609375","0.97603899","1499.99975585","12","25","18","8","56","514","1"
"4.63599968","-0.34677118","0.00358581","36062244","8098.98339843","91504616","4623.24707031","0.98330789","1499.99975585","12","25","18","8","56","514","1"
"4.63999968","-0.4480066","0.03768491","36062276","8071.51757812","91504634","4598.07958984","0.99460554","1499.99975585","12","25","18","8","56","514","1"
"4.64399968","-0.4659312","0.03394842","36062309","8119.58300781","91504653","4681.13183593","1.00758266","1499.99975585","12","25","18","8","56","514","1"
"4.64799968","-0.62586778","0.06903648","36062341","8102.41699218","91504671","4686.16503906","0.95315033","1499.99975585","12","25","18","8","56","514","1"
"4.65199967","-0.49131593","0.01370573","36062374","8105.85009765","91504690","4643.38085937","0.9324491","1499.99975585","12","25","18","8","56","514","1"
"4.65599967","-0.27321368","-0.04460239","36062406","8119.58300781","91504708","4580.46240234","0.92688077","1499.99975585","12","25","18","8","56","514","1"
"4.65999967","-0.34229639","-0.02055072","36062439","8109.28320312","91504727","4570.39550781","1.00750172","1499.99975585","12","25","18","8","56","514","1"
"4.66399967","-0.36274576","0.01283597","36062472","8198.546875","91504745","4582.9790039","1.00986862","1499.99975585","12","25","18","8","56","514","1"
"4.66799967","-0.43489351","0.01862049","36062504","8208.84667968","91504763","4577.9453125","0.98704141","1499.99975585","12","25","18","8","56","514","1"
"4.67199967","-0.28494048","-0.04393959","36062537","8212.28027343","91504782","4588.01269531","0.92872107","1499.99975585","12","25","18","8","56","514","1"
"4.67599967","-0.30238071","-0.02870368","36062569","8160.78173828","91504800","4585.49609375","0.95554405","1499.99975585","12","25","18","8","56","514","1"
"4.67999967","-0.34971877","-0.01534795","36062602","8133.31591796","91504819","4640.86425781","0.92646872","1499.99975585","12","25","18","8","56","514","1"
"4.68399967","-0.4599691","0.03368091","36062635","8112.71630859","91504837","4582.9790039","0.97433018","1499.99975585","12","25","18","8","56","514","1"
"4.68799967","-0.56016713","0.04787445","36062667","8095.55029296","91504855","4600.5961914","0.95317941","1499.99975585","12","25","18","8","56","514","1"
"4.69199967","-0.38704735","-0.00634527","36062699","8064.65136718","91504873","4547.7446289","0.94363266","1499.99975585","12","25","18","8","56","514","1"
"4.69599967","-0.43291261","0.02047395","36062732","8040.61865234","91504892","4535.16113281","0.88039481","1499.99975585","12","25","18","8","56","514","1"
"4.69999967","-0.21974095","-0.04312944","36062764","8085.25048828","91504910","4477.2758789","0.87642073","1499.99975585","12","25","18","8","56","514","1"
"4.70399967","-0.33868402","-0.02167415","36062796","8088.68408203","91504928","4467.20947265","0.91788601","1499.99975585","12","25","18","8","56","514","1"
"4.70799967","-0.44010859","0.02013063","36062828","8040.61865234","91504946","4477.27636718","0.96583801","1499.99975585","12","25","18","8","56","514","1"
"4.71199967","-0.32161936","-0.02918338","36062860","7947.92138671","91504964","4504.96044921","0.96433109","1499.99975585","12","25","18","8","56","514","1"
"4.71599967","-0.63810026","0.06686067","36062892","7930.75537109","91504982","4474.75927734","0.94903343","1499.99975585","12","25","18","8","56","514","1"
"4.71999967","-0.52766281","0.04660272","36062924","7923.88916015","91505000","4517.54394531","0.93757474","1499.99975585","12","25","18","8","56","514","1"
"4.72399967","-1.86730539","0.39371204","36062955","7714.46191406","91505018","4489.85986328","0.9114083","1499.99975585","12","25","18","8","56","514","1"
"4.72799967","-3.78476572","0.90507698","36062986","7793.42626953","91505035","4454.62548828","0.90439289","1499.99975585","12","25","18","8","56","514","1"
"4.73199967","-4.1442604","0.78770875","36063018","7872.390625","91505053","4414.35791015","0.91723114","1499.99975585","12","25","18","8","56","514","1"
"4.73599967","-4.07007837","0.47520017","36063049","7862.09082031","91505071","4386.67382812","0.97484743","1499.99975585","12","25","18","8","56","514","1"
"4.73999967","-4.0786848","0.30340814","36063081","7831.19189453","91505088","4348.92236328","0.9472","1499.99975585","12","25","18","8","56","514","1"
"4.74399967","-4.91868734","0.37084245","36063112","7755.66064453","91505106","4346.40576171","0.81202429","1499.99975585","12","25","18","8","56","514","1"
"4.74799967","-4.78522682","0.19025468","36063143","7875.82373046","91505123","4348.92236328","0.70717978","1499.99975585","12","25","18","8","56","514","1"
"4.75199967","-3.60238528","-0.33485174","36063174","7755.66064453","91505141","4353.95605468","0.58536034","1499.99975585","12","25","18","8","56","514","1"
"4.75599967","-3.617769","-0.34452676","36063205","7525.63476562","91505158","4328.78857421","0.4224714","1499.99975585","12","25","18","8","56","514","1"
"4.75999967","-4.41807794","-0.04375791","36063235","7601.16552734","91505176","4343.88916015","0.05556295","1499.99975585","12","25","18","8","56","514","1"
"4.76399967","-4.40951633","-0.06536102","36063265","7597.73242187","91505193","4187.8515625","0.01938205","1499.99975585","12","25","18","8","56","514","1"
"4.76799967","-3.60308551","-0.36290454","36063296","7522.20117187","91505210","4240.70263671","0.13901834","1499.99975585","12","25","18","8","56","514","1"
"4.77199967","-3.18472599","-0.42830276","36063326","7535.93408203","91505227","4376.60693359","-0.30600196","1499.99975585","12","25","18","8","56","514","1"
"4.77599967","-2.68506431","-0.49965667","36063356","7505.03515625","91505244","4137.51660156","-0.36498183","1499.99975585","12","25","18","8","56","514","1"
"4.77999967","-0.24139516","-1.15951061","36063386","7481.0024414","91505260","4094.73193359","-0.23881679","1499.99975585","12","25","18","8","56","514","1"
"4.78399967","-0.01729116","-0.96026515","36063416","7302.47460937","91505277","4119.89941406","-0.02968305","1499.99975585","12","25","18","8","56","514","1"
"4.78799967","-0.21723803","-0.60318946","36063445","7206.34423828","91505293","4127.44921875","-0.03332275","1499.99975585","12","25","18","8","56","514","1"
"4.79199967","-0.08670171","-0.39623451","36063474","7233.81005859","91505310","4067.0480957","0.04854481","1499.99975585","12","25","18","8","56","514","1"
"4.79599967","-0.21632406","-0.21218872","36063502","7185.74511718","91505326","4067.04785156","0.13170951","1499.99975585","12","25","18","8","56","514","1"
"4.79999966","-0.19982577","-0.10420131","36063531","7123.94677734","91505342","4054.46435546","0.13739496","1499.99975585","12","25","18","8","56","514","1"
"4.80399966","-0.11404063","-0.07189178","36063560","7079.3149414","91505358","3571.25097656","1.09224081","1499.99975585","12","25","18","8","56","514","1"
"4.80799966","-0.4400762","0.09288501","36063588","6969.45166015","91505373","3996.57958984","1.55050122","1499.99975585","12","25","18","8","56","514","1"
"4.81199966","-0.34417754","0.1157217","36063616","7041.5493164","91505389","4039.36401367","1.32889032","1499.99975585","12","25","18","8","56","514","1"
"4.81599966","-0.31823942","0.10075187","36063644","6900.78710937","91505406","3956.31176757","1.0324316","1499.99975585","12","25","18","8","56","514","1"
"4.81999966","-0.38179385","0.13236331","36063672","6859.5883789","91505421","3830.47485351","1.24707269","1499.99975585","12","25","18","8","56","514","1"
"4.82399966","-0.20537789","0.1062994","36063699","6814.95654296","91505437","3825.4411621","1.70314478","1499.99975585","12","25","18","8","56","514","1"
"4.82799966","-0.50411927","0.16772937","36063726","6749.72509765","91505452","3931.1442871","1.52902877","1499.99975585","12","25","18","8","56","514","1"
"4.83199966","-1.07859754","0.36825656","36063753","6794.35693359","91505468","3943.7277832","1.06722772","1499.99975585","12","25","18","8","56","514","1"
"4.83599966","-0.30617219","0.01980018","36063780","6653.59472656","91505484","3936.17773437","0.53854876","1499.99975585","12","25","18","8","56","514","1"
"4.83999966","-1.26324856","0.32613754","36063806","6578.06396484","91505500","3858.15893554","0.09434864","1499.99975585","12","25","18","8","56","514","1"
"4.84399966","-0.452504","0.03542613","36063833","6626.12890625","91505515","3742.38891601","0.05921387","1499.99975585","12","25","18","8","56","514","1"
"4.84799966","-0.28960859","-0.05749034","36063859","6488.79980468","91505530","3674.43701171","0.49101775","1499.99975585","12","25","18","8","56","514","1"
"4.85199966","-0.18398953","-0.05660438","36063885","6416.70214843","91505545","3762.52270507","0.70676904","1499.99975585","12","25","18","8","56","514","1"
"4.85599966","-0.14577254","-0.01220512","36063910","6385.80322265","91505560","3762.52294921","0.63661664","1499.99975585","12","25","18","8","56","514","1"
"4.85999966","-0.31727454","0.05715084","36063935","6255.34033203","91505574","3641.71923828","0.69901961","1499.99975585","12","25","18","8","56","514","1"
"4.86399966","-0.25787121","0.01715087","36063960","6224.44140625","91505589","3558.66723632","0.93901395","1499.99975585","12","25","18","8","56","514","1"
"4.86799966","-0.0366429","-0.02606296","36063985","6131.74414062","91505603","3588.86791992","1.09666836","1499.99975585","12","25","18","8","56","514","1"
"4.87199966","-0.24100379","0.04118156","36064010","6087.11230468","91505618","3588.86791992","1.08929467","1499.99975585","12","25","18","8","56","514","1"
"4.87599966","-0.29783657","0.06929969","36064034","6042.48046875","91505632","3566.21704101","0.8624531","1499.99975585","12","25","18","8","56","514","1"
"4.87999966","-0.37767225","0.10628795","36064058","5980.6821289","91505646","3573.76733398","0.67988055","1499.99975585","12","25","18","8","56","514","1"
"4.88399966","-0.55999612","0.13736629","36064081","5884.55175781","91505661","3591.38476562","0.65135055","1499.99975585","12","25","18","8","56","514","1"
"4.88799966","-0.57689642","0.10364151","36064105","5791.85449218","91505675","3493.23193359","0.6813398","1499.99975585","12","25","18","8","56","514","1"
"4.89199966","-0.20251202","-0.05039501","36064128","5733.48974609","91505688","3417.72973632","0.8163259","1499.99975585","12","25","18","8","56","514","1"
"4.89599966","-0.35270872","0.01537322","36064151","5664.82519531","91505702","3400.11254882","0.96291708","1499.99975585","12","25","18","8","56","514","1"
"4.89999966","-0.34875145","0.01134109","36064174","5616.7602539","91505716","3354.81127929","0.9885233","1499.99975585","12","25","18","8","56","514","1"
"4.90399966","-0.19938589","-0.02542591","36064196","5558.39501953","91505729","3369.91186523","1.01934182","1499.99975585","12","25","18","8","56","514","1"
"4.90799966","-0.26279976","0.00426769","36064218","5465.69824218","91505743","3425.28002929","1.03364133","1499.99975585","12","25","18","8","56","514","1"
"4.91199966","-0.29748374","0.03877353","36064240","5410.76660156","91505756","3382.49511718","0.95640414","1499.99975585","12","25","18","8","56","514","1"
"4.91599966","-0.1538943","-0.00384807","36064262","5342.10205078","91505769","3286.85913085","0.91602218","1499.99975585","12","25","18","8","56","514","1"
"4.91999966","-0.11405228","0.00109386","36064283","5304.33642578","91505783","3256.65844726","0.85672873","1499.99975585","12","25","18","8","56","514","1"
"4.92399966","-0.09986591","0.00885963","36064304","5283.7368164","91505796","3239.04101562","0.83958965","1499.99975585","12","25","18","8","56","514","1"
"4.92799966","-0.36431556","0.07755279","36064325","5215.07226562","91505809","3317.06005859","0.82809132","1499.99975585","12","25","18","8","56","514","1"
"4.93199966","-0.37050375","0.07132339","36064346","5125.80859375","91505822","3231.49096679","0.74953466","1499.99975585","12","25","18","8","56","514","1"
"4.93599966","-0.26861071","0.01973915","36064366","5077.74316406","91505835","3161.02221679","0.70343035","1499.99975585","12","25","18","8","56","514","1"
"4.93999966","-0.35796362","0.02382278","36064386","4940.4140625","91505847","3120.75439453","0.68667274","1499.99975585","12","25","18","8","56","514","1"
"4.94399965","-0.13480256","-0.00918006","36064406","4981.61279296","91505860","3133.33813476","0.66500037","1499.99975585","12","25","18","8","56","514","1"
"4.94799965","-0.11757414","-0.03412246","36064426","4923.24804687","91505872","3075.453125","0.78140443","1499.99975585","12","25","18","8","56","514","1"
"4.95199965","-0.13383311","-0.01949501","36064445","4858.01660156","91505884","3062.86987304","0.85376673","1499.99975585","12","25","18","8","56","514","1"
"4.95599965","-0.33577904","0.03714561","36064464","4710.38818359","91505897","3012.53515625","0.85405868","1499.99975585","12","25","18","8","56","514","1"
"4.95999965","-0.16424697","0.00625514","36064483","4755.02001953","91505909","3042.73583984","0.83182805","1499.99975585","12","25","18","8","56","514","1"
"4.96399965","-0.26306566","0.01389122","36064502","4634.85693359","91505921","3007.50146484","0.9142068","1499.99975585","12","25","18","8","56","514","1"
"4.96799965","-0.19847843","-0.01254081","36064521","4531.86035156","91505933","2999.95117187","0.84583622","1499.99975585","12","25","18","8","56","514","1"
"4.97199965","-0.23410901","0.01533031","36064539","4559.32617187","91505945","2969.75024414","0.73987454","1499.99975585","12","25","18","8","56","514","1"
"4.97599965","-0.24256919","0.01257324","36064557","4490.66162109","91505957","3015.05175781","0.61893886","1499.99975585","12","25","18","8","56","514","1"
"4.97999965","-0.18365675","0.00575065","36064575","4452.89599609","91505969","2942.06640625","0.59329324","1499.99975585","12","25","18","8","56","514","1"
"4.98399965","-0.19385309","-0.00417137","36064592","4353.33251953","91505980","2853.98046875","0.60614782","1499.99975585","12","25","18","8","56","514","1"
"4.98799965","-0.13339625","-0.01474189","36064610","4315.56689453","91505992","2859.01391601","0.63297659","1499.99975585","12","25","18","8","56","514","1"
"4.99199965","-0.14640121","0.00393295","36064627","4270.93505859","91506003","2843.91357421","0.70070523","1499.99975585","12","25","18","8","56","514","1"
"4.99599965","-0.20826797","0.01169395","36064644","4205.70361328","91506015","2856.49731445","0.71446108","1499.99975585","12","25","18","8","56","514","1"
"4.99999965","-0.19630603","0.00470256","36064661","4154.20507812","91506026","2786.02856445","0.71032392","1499.99975585","12","25","18","8","56","514","1"
"5.00399965","-0.11579012","-0.02428054","36064677","4092.40722656","91506037","2816.22949218","0.72745454","1499.99975585","12","25","18","8","56","514","1"
"5.00799965","-0.05810816","-0.01039791","36064694","4092.40722656","91506049","2773.44506835","0.73560887","1499.99975585","12","25","18","8","56","514","1"
"5.01199965","-0.02489618","-0.02138328","36064710","4044.34204101","91506060","2765.89453125","0.70259839","1499.99975585","12","25","18","8","56","514","1"
"5.01599965","-0.08454331","-0.00486373","36064726","3989.41040039","91506071","2758.34448242","0.70400977","1499.99975585","12","25","18","8","56","514","1"
"5.01999965","-0.07882471","0.009202","36064742","3965.37768554","91506082","2750.79418945","0.68160438","1499.99975585","12","25","18","8","56","514","1"
"5.02399965","-0.24901567","0.03877544","36064757","3848.64794921","91506093","2675.29199218","0.67082321","1499.99975585","12","25","18","8","56","514","1"
"5.02799965","-0.11669252","0.00706672","36064773","3831.48193359","91506103","2715.55981445","0.72630143","1499.99975585","12","25","18","8","56","514","1"
"5.03199965","-0.08092743","0.00065612","36064788","3824.61547851","91506114","2667.74194335","0.78092479","1499.99975585","12","25","18","8","56","514","1"
"5.03599965","-0.16470576","0.01818275","36064803","3759.3840332","91506125","2660.19165039","0.7968347","1499.99975585","12","25","18","8","56","514","1"
"5.03999965","-0.16135971","0.02252578","36064818","3731.91821289","91506135","2647.60791015","0.8610655","1499.99975585","12","25","18","8","56","514","1"
"5.04399965","-0.03873043","-0.01182174","36064833","3701.0192871","91506146","2665.22509765","0.86340194","1499.99975585","12","25","18","8","56","514","1"
"5.04799965","-0.07877594","-0.01429176","36064848","3639.2211914","91506157","2617.40722656","0.82154059","1499.99975585","12","25","18","8","56","514","1"
"5.05199965","-0.06872522","-0.00159645","36064862","3611.75537109","91506167","2622.44067382","0.89820283","1499.99975585","12","25","18","8","56","514","1"
"5.05599965","-0.06360109","0.0060749","36064877","3604.88891601","91506177","2574.62255859","0.885715","1499.99975585","12","25","18","8","56","514","1"
"5.05999965","-0.13411635","0.02274894","36064891","3508.75854492","91506188","2647.60791015","0.82410377","1499.99975585","12","25","18","8","56","514","1"
"5.06399965","-0.1187235","0.01024723","36064905","3529.35791015","91506198","2569.58911132","0.85715222","1499.99975585","12","25","18","8","56","514","1"
"5.06799965","-0.09114514","-0.00383853","36064919","3470.99291992","91506209","2569.58911132","0.85085672","1499.99975585","12","25","18","8","56","514","1"
"5.07199965","0.01272674","-0.02898883","36064933","3508.75854492","91506219","2589.72314453","0.81422901","1499.99975585","12","25","18","8","56","514","1"
"5.07599965","-0.10838804","0.01099967","36064947","3385.16235351","91506229","2567.07250976","0.82076853","1499.99975585","12","25","18","8","56","514","1"
"5.07999965","-0.17600211","0.02606582","36064960","3371.42944335","91506239","2536.87158203","0.81778502","1499.99975585","12","25","18","8","56","514","1"
"5.08399965","-0.12234804","0.02153491","36064974","3388.59545898","91506250","2546.93847656","0.90028494","1499.99975585","12","25","18","8","56","514","1"
"5.08799964","0.01553325","-0.03039932","36064987","3350.83007812","91506260","2529.32128906","0.87452417","1499.99975585","12","25","18","8","56","514","1"
"5.09199964","0.07559997","-0.04348182","36065001","3350.83007812","91506270","2579.65600585","0.85819619","1499.99975585","12","25","18","8","56","514","1"
"5.09599964","0.01312115","-0.01834297","36065014","3282.16552734","91506280","2519.25415039","0.93654102","1499.99975585","12","25","18","8","56","514","1"
"5.09999964","-0.15808542","0.02660751","36065027","3203.20117187","91506290","2521.77148437","0.95052558","1499.99975585","12","25","18","8","56","514","1"
"5.10399964","-0.22194163","0.05364799","36065040","3264.99926757","91506300","2539.38818359","0.95532065","1499.99975585","12","25","18","8","56","514","1"
"5.10799964","-0.13833481","0.02346134","36065053","3254.69970703","91506311","2516.73754882","0.97523361","1499.99975585","12","25","18","8","56","514","1"
"5.11199964","-0.11687202","0.01072883","36065066","3192.90161132","91506321","2554.48876953","0.97681921","1499.99975585","12","25","18","8","56","514","1"
"5.11599964","-0.04606674","-0.01374244","36065079","3192.90161132","91506331","2529.32128906","0.99630075","1499.99975585","12","25","18","8","56","514","1"
"5.11999964","0.04558395","-0.03195953","36065091","3186.03515625","91506341","2531.83789062","0.90723997","1499.99975585","12","25","18","8","56","514","1"
"5.12399964","-0.06063119","-0.00320243","36065104","3110.50415039","91506351","2539.38842773","0.87336474","1499.99975585","12","25","18","8","56","514","1"
"5.12799964","-0.18612982","0.02124404","36065116","3086.47143554","91506361","2539.38842773","0.88598018","1499.99975585","12","25","18","8","56","514","1"
"5.13199964","-0.20601561","0.01894378","36065129","3076.171875","91506371","2531.83789062","0.82492423","1499.99975585","12","25","18","8","56","514","1"
"5.13599964","-0.10390999","-0.01056766","36065141","3079.60498046","91506382","2544.42163085","0.83149951","1499.99975585","12","25","18","8","56","514","1"
"5.13999964","-0.04093266","-0.01144027","36065153","3059.00561523","91506392","2504.15380859","0.80567783","1499.99975585","12","25","18","8","56","514","1"
"5.14399964","0.00451218","-0.01708412","36065166","3052.13916015","91506402","2557.00537109","0.84446734","1499.99975585","12","25","18","8","56","514","1"
"5.14799964","-0.07846787","0.01325416","36065178","2997.20751953","91506412","2544.42163085","0.83576136","1499.99975585","12","25","18","8","56","514","1"
"5.15199964","-0.21121495","0.04205703","36065189","2973.17504882","91506422","2504.15405273","0.84938353","1499.99975585","12","25","18","8","56","514","1"
"5.15599964","-0.16141407","0.01807785","36065201","2973.17504882","91506432","2509.18774414","0.9051041","1499.99975585","12","25","18","8","56","514","1"
"5.15999964","-0.10136963","-0.00086975","36065213","2959.44213867","91506442","2531.83789062","0.92879325","1499.99975585","12","25","18","8","56","514","1"
"5.16399964","-0.07298389","-0.00454711","36065225","2959.44213867","91506452","2579.65576171","0.86471724","1499.99975585","12","25","18","8","56","514","1"
"5.16799964","-0.02825527","-0.02270507","36065237","2914.81005859","91506463","2514.22070312","0.88236612","1499.99975585","12","25","18","8","56","514","1"
"5.17199964","-0.01624429","-0.02503204","36065248","2907.94360351","91506473","2526.8046875","0.8666113","1499.99975585","12","25","18","8","56","514","1"
"5.17599964","-0.02627836","-0.01658439","36065259","2890.77758789","91506483","2531.83789062","0.83895903","1499.99975585","12","25","18","8","56","514","1"
"5.17999964","-0.03272327","-0.0104103","36065271","2856.4453125","91506493","2541.90478515","0.83729988","1499.99975585","12","25","18","8","56","514","1"
"5.18399964","0.02795078","-0.02832412","36065282","2811.81323242","91506503","2521.77099609","0.78649348","1499.99975585","12","25","18","8","56","514","1"
"5.18799964","0.02863575","-0.02540206","36065293","2815.24658203","91506513","2544.42211914","0.83818739","1499.99975585","12","25","18","8","56","514","1"
"5.19199964","0.03493892","-0.02262687","36065304","2777.48095703","91506523","2514.22094726","0.80145788","1499.99975585","12","25","18","8","56","514","1"
"5.19599964","-0.05812853","0.00845718","36065315","2725.98266601","91506533","2562.03881835","0.82899105","1499.99975585","12","25","18","8","56","514","1"
"5.19999964","-0.03006464","-0.00805473","36065326","2712.24975585","91506543","2531.83813476","0.87180733","1499.99975585","12","25","18","8","56","514","1"
"5.20399964","-0.2139929","0.0538063","36065337","2695.08349609","91506553","2511.70410156","0.89128696","1499.99975585","12","25","18","8","56","514","1"
"5.20799964","-0.13086493","0.00965881","36065348","2667.61767578","91506563","2524.28784179","0.93410325","1499.99975585","12","25","18","8","56","514","1"
"5.21199964","-0.16221879","0.01295089","36065358","2636.71875","91506573","2506.67065429","0.95358479","1499.99975585","12","25","18","8","56","514","1"
"5.21599964","-0.14437629","0.0138874","36065369","2609.25292968","91506584","2579.65625","0.92391896","1499.99975585","12","25","18","8","56","514","1"
"5.21999964","-0.0113885","-0.03457069","36065379","2605.81958007","91506594","2531.83813476","0.90816426","1499.99975585","12","25","18","8","56","514","1"
"5.22399964","-0.10014696","-0.00043869","36065389","2588.65356445","91506604","2546.93847656","0.86037802","1499.99975585","12","25","18","8","56","514","1"
"5.22799964","-0.16711954","0.01558685","36065400","2530.28857421","91506614","2529.32128906","0.8436166","1499.99975585","12","25","18","8","56","514","1"
"5.23199963","-0.12148088","-0.0068283","36065410","2482.22338867","91506624","2539.38818359","0.88643294","1499.99975585","12","25","18","8","56","514","1"
"5.23599963","-0.078934","0.00054931","36065420","2451.32446289","91506634","2546.93847656","0.80222296","1499.99975585","12","25","18","8","56","514","1"
"5.23999963","-0.07498425","-0.00467681","36065430","2454.75756835","91506644","2531.83789062","0.85711961","1499.99975585","12","25","18","8","56","514","1"
"5.24399963","0.00398267","-0.02008438","36065439","2465.05737304","91506654","2499.12036132","0.85948729","1499.99975585","12","25","18","8","56","514","1"
"5.24799963","-0.05053527","-0.00477981","36065449","2423.85864257","91506665","2549.45507812","0.90029013","1499.99975585","12","25","18","8","56","514","1"
"5.25199963","-0.02095979","-0.0043888","36065459","2396.39282226","91506675","2546.93847656","0.90366262","1499.99975585","12","25","18","8","56","514","1"
"5.25599963","-0.06577119","0.01099777","36065468","2382.6599121","91506685","2504.15380859","0.90419775","1499.99975585","12","25","18","8","56","514","1"
"5.25999963","-0.1821959","0.03009796","36065478","2327.72827148","91506695","2536.87158203","0.97602546","1499.99975585","12","25","18","8","56","514","1"
"5.26399963","-0.08126296","0.00181388","36065487","2283.0961914","91506705","2524.28784179","0.98360753","1499.99975585","12","25","18","8","56","514","1"
"5.26799963","-0.00412428","-0.0205841","36065496","2317.42846679","91506715","2579.65600585","0.93362516","1499.99975585","12","25","18","8","56","514","1"
"5.27199963","-0.10685794","0.01068878","36065505","2286.52954101","91506725","2531.83789062","0.93919372","1499.99975585","12","25","18","8","56","514","1"
"5.27599963","-0.10715559","0.00884628","36065514","2245.33081054","91506736","2526.8046875","0.90431362","1499.99975585","12","25","18","8","56","514","1"
"5.27999963","-0.16209898","0.01344108","36065523","2224.73144531","91506746","2531.83789062","0.86860775","1499.99975585","12","25","18","8","56","514","1"
"5.28399963","-0.15299229","0.01185226","36065532","2159.5","91506756","2531.83789062","0.85646778","1499.99975585","12","25","18","8","56","514","1"
"5.28799963","-0.01053135","-0.02227401","36065541","2173.23291015","91506766","2541.90502929","0.83426088","1499.99975585","12","25","18","8","56","514","1"
"5.29199963","0.00258002","-0.02834701","36065549","2149.20043945","91506776","2534.35473632","0.90467","1499.99975585","12","25","18","8","56","514","1"
"5.29599963","-0.02490436","-0.01019668","36065558","2135.46752929","91506786","2504.15405273","0.8995769","1499.99975585","12","25","18","8","56","514","1"
"5.29999963","-0.11746036","0.00351715","36065566","2042.77038574","91506796","2551.97192382","0.92065799","1499.99975585","12","25","18","8","56","514","1"
"5.30399963","0.00727794","-0.01765441","36065575","2059.93652343","91506806","2526.8046875","0.94173896","1499.99975585","12","25","18","8","56","514","1"
"5.30799963","-0.03290076","-0.00115966","36065583","2029.03747558","91506817","2509.18725585","0.94369274","1499.99975585","12","25","18","8","56","514","1"
"5.31199963","-0.10680638","0.02805709","36065591","2032.47070312","91506827","2534.35473632","0.9698072","1499.99975585","12","25","18","8","56","514","1"
"5.31599963","-0.10761479","0.01758956","36065599","1967.23937988","91506837","2521.77099609","0.92746824","1499.99975585","12","25","18","8","56","514","1"
"5.31999963","-0.07303473","0.01116943","36065607","1987.83874511","91506847","2572.10595703","0.88915431","1499.99975585","12","25","18","8","56","514","1"
"5.32399963","-0.11023481","0.01957321","36065615","1956.93969726","91506857","2521.77099609","0.89714825","1499.99975585","12","25","18","8","56","514","1"
"5.32799963","-0.16067989","0.02062606","36065622","1891.70837402","91506867","2534.35473632","0.83769369","1499.99975585","12","25","18","8","56","514","1"
"5.33199963","-0.03720097","-0.02020835","36065630","1895.14160156","91506877","2526.8046875","0.83260059","1499.99975585","12","25","18","8","56","514","1"
"5.33599963","0.00782547","-0.02346992","36065637","1874.54223632","91506888","2519.25463867","0.84965473","1499.99975585","12","25","18","8","56","514","1"
"5.33999963","-0.12593324","0.01065254","36065645","1805.87768554","91506898","2546.93847656","0.81939429","1499.99975585","12","25","18","8","56","514","1"
"5.34399963","-0.04851505","-0.00591278","36065652","1823.04382324","91506908","2529.3215332","0.86363118","1499.99975585","12","25","18","8","56","514","1"
"5.34799963","-0.04608827","-0.00193405","36065659","1809.31091308","91506918","2501.63720703","0.84142428","1499.99975585","12","25","18","8","56","514","1"
"5.35199963","-0.15201053","0.02275276","36065666","1737.21313476","91506928","2546.93847656","0.90277314","1499.99975585","12","25","18","8","56","514","1"
"5.35599963","-0.13358461","0.00687789","36065673","1723.4802246","91506938","2549.45532226","0.89969348","1499.99975585","12","25","18","8","56","514","1"
"5.35999963","-0.16611903","0.0192871","36065680","1713.18054199","91506948","2519.25415039","0.89762055","1499.99975585","12","25","18","8","56","514","1"
"5.36399963","-0.11387652","0.00489044","36065687","1671.98181152","91506958","2524.28784179","0.93078184","1499.99975585","12","25","18","8","56","514","1"
"5.36799963","-0.05988224","-0.01036453","36065693","1654.81567382","91506969","2494.0871582","0.95387619","1499.99975585","12","25","18","8","56","514","1"
"5.37199963","-0.11183027","-0.00465774","36065700","1603.31726074","91506979","2592.23974609","0.90851527","1499.99975585","12","25","18","8","56","514","1"
"5.37599963","-0.01570326","-0.03717994","36065706","1572.41821289","91506989","2529.32128906","0.90241557","1499.99975585","12","25","18","8","56","514","1"
"5.37999962","-0.04701866","-0.01742362","36065713","1565.55175781","91506999","2529.32128906","0.86913704","1499.99975585","12","25","18","8","56","514","1"
"5.38399962","-0.02157183","-0.01556015","36065719","1544.95239257","91507009","2521.77099609","0.86605727","1499.99975585","12","25","18","8","56","514","1"
"5.38799962","-0.05561003","0.00948715","36065725","1527.78625488","91507019","2529.32128906","0.83781027","1499.99975585","12","25","18","8","56","514","1"
"5.39199962","-0.0720109","0.0136528","36065731","1483.15429687","91507030","2541.90502929","0.77130883","1499.99975585","12","25","18","8","56","514","1"
